Season,TeamID1,TeamID2,Seed1,Result,Seed2
1987,1276,1298,W09,1,W08
1987,1309,1140,X07,1,X10
1987,1314,1335,W01,1,W16
1987,1314,1276,W01,1,W09
1987,1314,1323,W01,1,W05
1987,1323,1292,W05,1,W12
1987,1323,1395,W05,1,W04
1987,1344,1412,X06,1,X11
1987,1344,1122,X06,1,X14
1987,1344,1104,X06,1,X02
1987,1344,1207,X06,1,X01
1987,1395,1267,W04,1,W13
1987,1417,1141,Z04,1,Z13
1987,1424,1226,Z01,1,Z16
1987,1424,1243,Z01,1,Z09
1987,1424,1461,Z01,1,Z12
1987,1424,1234,Z01,1,Z02
1987,1461,1438,Z12,1,Z05
1987,1461,1417,Z12,1,Z04
1987,1462,1281,Y13,1,Y04
1987,1177,1256,Y03,1,Y14
1987,1177,1385,Y03,1,Y06
1987,1196,1301,W06,1,W11
1987,1196,1345,W06,1,W03
1987,1207,1137,X01,1,X16
1987,1207,1326,X01,1,X09
1987,1207,1242,X01,1,X05
1987,1234,1365,Z02,1,Z15
1987,1234,1431,Z02,1,Z07
1987,1234,1328,Z02,1,Z06
1987,1242,1222,X05,1,X12
1987,1242,1283,X05,1,X13
1987,1261,1210,Y10,1,Y07
1987,1261,1396,Y10,1,Y02
1987,1261,1177,Y10,1,Y03
1987,1283,1155,X13,1,X04
1987,1326,1246,X09,1,X08
1987,1328,1409,Z06,1,Z11
1987,1328,1338,Z06,1,Z03
1987,1338,1265,Z03,1,Z14
1987,1345,1318,W03,1,W14
1987,1385,1455,Y06,1,Y11
1987,1393,1204,W02,1,W15
1987,1393,1443,W02,1,W10
1987,1393,1196,W02,1,W06
1987,1393,1314,W02,1,W01
1987,1393,1344,W02,1,X06
1987,1396,1380,Y02,1,Y15
1987,1431,1112,Z07,1,Z10
1987,1443,1452,W10,1,W07
1988,1120,1133,Y08,1,Y09
1988,1140,1150,Y04,1,Y13
1988,1177,1455,X05,1,X12
1988,1181,1131,W02,1,W15
1988,1181,1374,W02,1,W07
1988,1181,1348,W02,1,W11
1988,1181,1396,W02,1,W01
1988,1196,1385,Z06,1,Z11
1988,1243,1247,X04,1,X13
1988,1243,1177,X04,1,X05
1988,1243,1345,X04,1,X01
1988,1257,1333,Y05,1,Y12
1988,1257,1140,Y05,1,Y04
1988,1258,1461,Z10,1,Z07
1988,1272,1124,X09,1,X08
1988,1276,1129,Z03,1,Z14
1988,1276,1196,Z03,1,Z06
1988,1314,1317,Z02,1,Z15
1988,1314,1258,Z02,1,Z10
1988,1314,1276,Z02,1,Z03
1988,1328,1151,Y01,1,Y16
1988,1328,1120,Y01,1,Y08
1988,1328,1257,Y01,1,Y05
1988,1328,1437,Y01,1,Y06
1988,1328,1112,Y01,1,Z01
1988,1345,1192,X01,1,X16
1988,1345,1272,X01,1,X09
1988,1348,1281,W11,1,W06
1988,1348,1393,W11,1,W03
1988,1374,1323,W07,1,W10
1988,1393,1299,W03,1,W14
1988,1112,1165,Z01,1,Z16
1988,1112,1371,Z01,1,Z08
1988,1112,1234,Z01,1,Z05
1988,1112,1314,Z01,1,Z02
1988,1207,1261,W08,1,W09
1988,1210,1235,W05,1,W12
1988,1228,1427,Y03,1,Y14
1988,1234,1199,Z05,1,Z12
1988,1234,1424,Z05,1,Z04
1988,1242,1462,X06,1,X11
1988,1242,1293,X06,1,X14
1988,1242,1435,X06,1,X07
1988,1242,1243,X06,1,X04
1988,1242,1181,X06,1,W02
1988,1242,1328,X06,1,Y01
1988,1246,1380,Y02,1,Y15
1988,1246,1268,Y02,1,Y07
1988,1268,1364,Y07,1,Y10
1988,1293,1301,X14,1,X03
1988,1338,1185,X02,1,X15
1988,1350,1231,W13,1,W04
1988,1350,1210,W13,1,W05
1988,1371,1431,Z08,1,Z09
1988,1396,1250,W01,1,W16
1988,1396,1207,W01,1,W08
1988,1396,1350,W01,1,W13
1988,1424,1283,Z04,1,Z13
1988,1435,1429,X07,1,X10
1988,1435,1338,X07,1,X02
1988,1437,1116,Y06,1,Y11
1988,1437,1228,Y06,1,Y03
1988,1437,1246,Y06,1,Y02
1989,1112,1352,X01,1,X16
1989,1112,1155,X01,1,X09
1989,1116,1258,Y05,1,Y12
1989,1123,1338,Y09,1,Y08
1989,1155,1388,X09,1,X08
1989,1177,1272,X12,1,X05
1989,1181,1354,W02,1,W15
1989,1181,1452,W02,1,W07
1989,1181,1278,W02,1,W11
1989,1181,1207,W02,1,W01
1989,1228,1270,Y01,1,Y16
1989,1228,1123,Y01,1,Y09
1989,1228,1257,Y01,1,Y04
1989,1228,1393,Y01,1,Y02
1989,1256,1247,Z09,1,Z08
1989,1257,1114,Y04,1,Y13
1989,1257,1116,Y04,1,Y05
1989,1278,1243,W11,1,W06
1989,1278,1373,W11,1,W14
1989,1292,1199,Z13,1,Z04
1989,1328,1190,Z01,1,Z16
1989,1328,1256,Z01,1,Z09
1989,1373,1390,W14,1,W03
1989,1424,1225,X04,1,X13
1989,1424,1177,X04,1,X12
1989,1424,1112,X04,1,X01
1989,1438,1344,Z05,1,Z12
1989,1438,1292,Z05,1,Z13
1989,1438,1328,Z05,1,Z01
1989,1452,1397,W07,1,W10
1989,1161,1196,Y10,1,Y07
1989,1191,1333,X11,1,X06
1989,1207,1343,W01,1,W16
1989,1207,1323,W01,1,W09
1989,1207,1301,W01,1,W05
1989,1231,1206,X02,1,X15
1989,1231,1431,X02,1,X07
1989,1234,1353,W04,1,W13
1989,1276,1462,Z03,1,Z14
1989,1276,1375,Z03,1,Z11
1989,1276,1314,Z03,1,Z02
1989,1276,1438,Z03,1,Z05
1989,1276,1228,Z03,1,Y01
1989,1276,1371,Z03,1,X03
1989,1281,1166,Y03,1,Y14
1989,1281,1400,Y03,1,Y11
1989,1301,1376,W05,1,W12
1989,1301,1234,W05,1,W04
1989,1314,1380,Z02,1,Z15
1989,1314,1417,Z02,1,Z07
1989,1323,1435,W09,1,W08
1989,1371,1283,X03,1,X14
1989,1371,1191,X03,1,X11
1989,1371,1231,X03,1,X02
1989,1371,1424,X03,1,X04
1989,1371,1181,X03,1,W02
1989,1375,1104,Z11,1,Z06
1989,1393,1137,Y02,1,Y15
1989,1393,1161,Y02,1,Y10
1989,1393,1281,Y02,1,Y03
1989,1400,1210,Y11,1,Y06
1989,1417,1235,Z07,1,Z10
1989,1431,1261,X07,1,X10
1990,1116,1343,X04,1,X13
1990,1116,1173,X04,1,X12
1990,1116,1314,X04,1,X08
1990,1116,1400,X04,1,X10
1990,1123,1333,Z12,1,Z05
1990,1123,1257,Z12,1,Z04
1990,1143,1231,W09,1,W08
1990,1155,1140,W05,1,W12
1990,1155,1247,W05,1,W04
1990,1163,1131,W01,1,W16
1990,1163,1143,W01,1,W09
1990,1163,1155,W01,1,W05
1990,1173,1228,X12,1,X05
1990,1210,1190,Y04,1,Y13
1990,1210,1261,Y04,1,Y05
1990,1210,1277,Y04,1,Y01
1990,1210,1278,Y04,1,Y06
1990,1247,1379,W04,1,W13
1990,1257,1225,Z04,1,Z13
1990,1261,1437,Y05,1,Y12
1990,1277,1293,Y01,1,Y16
1990,1277,1364,Y01,1,Y09
1990,1314,1283,X08,1,X09
1990,1314,1328,X08,1,X01
1990,1326,1344,Z08,1,Z09
1990,1328,1406,X01,1,X16
1990,1364,1222,Y09,1,Y08
1990,1424,1114,Z01,1,Z16
1990,1424,1326,Z01,1,Z08
1990,1424,1123,Z01,1,Z12
1990,1424,1258,Z01,1,Z11
1990,1424,1210,Z01,1,Y04
1990,1424,1181,Z01,1,W03
1990,1104,1161,Z07,1,Z10
1990,1104,1112,Z07,1,Z02
1990,1112,1378,Z02,1,Z15
1990,1181,1350,W03,1,W14
1990,1181,1385,W03,1,W06
1990,1181,1417,W03,1,W07
1990,1181,1163,W03,1,W01
1990,1181,1116,W03,1,X04
1990,1207,1411,X03,1,X14
1990,1242,1352,W02,1,W15
1990,1258,1308,Z11,1,Z06
1990,1258,1276,Z11,1,Z03
1990,1258,1104,Z11,1,Z07
1990,1276,1229,Z03,1,Z14
1990,1278,1431,Y06,1,Y11
1990,1278,1320,Y06,1,Y14
1990,1278,1393,Y06,1,Y02
1990,1320,1281,Y14,1,Y03
1990,1345,1419,X02,1,X15
1990,1385,1396,W06,1,W11
1990,1393,1164,Y02,1,Y15
1990,1393,1438,Y02,1,Y07
1990,1400,1208,X10,1,X07
1990,1400,1345,X10,1,X02
1990,1400,1462,X10,1,X06
1990,1417,1412,W07,1,W10
1990,1417,1242,W07,1,W02
1990,1438,1323,Y07,1,Y10
1990,1462,1243,X06,1,X11
1990,1462,1207,X06,1,X03
1991,1112,1384,Z02,1,Z15
1991,1112,1140,Z02,1,Z10
1991,1140,1438,Z10,1,Z07
1991,1163,1261,Y11,1,Y06
1991,1163,1462,Y11,1,Y14
1991,1166,1308,Z11,1,Z06
1991,1181,1419,Y02,1,Y15
1991,1181,1234,Y02,1,Y07
1991,1181,1163,Y02,1,Y11
1991,1181,1385,Y02,1,Y04
1991,1181,1424,Y02,1,Z01
1991,1181,1242,Y02,1,X03
1991,1199,1425,X07,1,X10
1991,1231,1157,X02,1,X15
1991,1231,1199,X02,1,X07
1991,1234,1190,Y07,1,Y10
1991,1242,1309,X03,1,X14
1991,1242,1338,X03,1,X06
1991,1242,1231,X03,1,X02
1991,1242,1116,X03,1,X01
1991,1242,1314,X03,1,W01
1991,1301,1379,W06,1,W11
1991,1329,1307,W03,1,W14
1991,1329,1301,W03,1,W06
1991,1338,1208,X06,1,X11
1991,1350,1393,W15,1,W02
1991,1371,1337,Z03,1,Z14
1991,1371,1166,Z03,1,Z11
1991,1371,1112,Z03,1,Z02
1991,1396,1345,W10,1,W07
1991,1396,1350,W10,1,W15
1991,1396,1329,W10,1,W03
1991,1462,1304,Y14,1,Y03
1991,1104,1293,X04,1,X13
1991,1104,1448,X04,1,X05
1991,1113,1353,X08,1,X09
1991,1116,1209,X01,1,X16
1991,1116,1113,X01,1,X08
1991,1116,1104,X01,1,X04
1991,1185,1280,W12,1,W05
1991,1185,1336,W12,1,W13
1991,1207,1435,Z08,1,Z09
1991,1210,1177,Y08,1,Y09
1991,1277,1453,Z05,1,Z12
1991,1314,1318,W01,1,W16
1991,1314,1437,W01,1,W09
1991,1314,1185,W01,1,W12
1991,1314,1396,W01,1,W10
1991,1326,1406,Y01,1,Y16
1991,1326,1210,Y01,1,Y08
1991,1336,1417,W13,1,W04
1991,1385,1296,Y04,1,Y13
1991,1385,1400,Y04,1,Y05
1991,1385,1326,Y04,1,Y01
1991,1400,1389,Y05,1,Y12
1991,1424,1285,Z01,1,Z16
1991,1424,1207,Z01,1,Z08
1991,1424,1428,Z01,1,Z04
1991,1424,1371,Z01,1,Z03
1991,1428,1375,Z04,1,Z13
1991,1428,1277,Z04,1,Z05
1991,1437,1343,W09,1,W08
1991,1448,1256,X05,1,X12
1992,1104,1390,Z05,1,Z12
1992,1116,1293,Y03,1,Y14
1992,1163,1304,Z09,1,Z08
1992,1181,1144,W01,1,W16
1992,1181,1234,W01,1,W09
1992,1181,1371,W01,1,W04
1992,1181,1246,W01,1,W02
1992,1181,1231,W01,1,X02
1992,1181,1276,W01,1,Z06
1992,1199,1285,X03,1,X14
1992,1199,1207,X03,1,X06
1992,1207,1378,X06,1,X11
1992,1210,1222,Y07,1,Y10
1992,1210,1425,Y07,1,Y02
1992,1231,1183,X02,1,X15
1992,1231,1261,X02,1,X07
1992,1231,1199,X02,1,X03
1992,1231,1417,X02,1,X01
1992,1234,1400,W09,1,W08
1992,1261,1140,X07,1,X10
1992,1272,1337,Y06,1,Y11
1992,1272,1116,Y06,1,Y03
1992,1272,1210,Y06,1,Y07
1992,1281,1452,W05,1,W12
1992,1314,1275,Z04,1,Z13
1992,1314,1104,Z04,1,Z05
1992,1326,1290,Z01,1,Z16
1992,1326,1163,Z01,1,Z09
1992,1326,1314,Z01,1,Z04
1992,1371,1247,W04,1,W13
1992,1371,1281,W04,1,W05
1992,1425,1419,Y02,1,Y15
1992,1153,1174,Y04,1,Y13
1992,1153,1277,Y04,1,Y05
1992,1153,1431,Y04,1,Y09
1992,1153,1272,Y04,1,Y06
1992,1190,1112,Z14,1,Z03
1992,1235,1150,W10,1,W07
1992,1242,1224,Y01,1,Y16
1992,1246,1330,W02,1,W15
1992,1246,1235,W02,1,W10
1992,1246,1269,W02,1,W03
1992,1257,1448,X08,1,X09
1992,1269,1200,W03,1,W14
1992,1269,1393,W03,1,W06
1992,1276,1396,Z06,1,Z11
1992,1276,1190,Z06,1,Z14
1992,1276,1329,Z06,1,Z02
1992,1276,1326,Z06,1,Z01
1992,1276,1153,Z06,1,Y04
1992,1277,1283,Y05,1,Y12
1992,1308,1177,X12,1,X05
1992,1308,1418,X12,1,X13
1992,1329,1204,Z02,1,Z15
1992,1329,1408,Z02,1,Z10
1992,1393,1343,W06,1,W11
1992,1408,1385,Z10,1,Z07
1992,1417,1352,X01,1,X16
1992,1417,1257,X01,1,X08
1992,1417,1308,X01,1,X12
1992,1418,1328,X13,1,X04
1992,1431,1191,Y09,1,Y08
1992,1431,1242,Y09,1,Y01
1993,1116,1221,W04,1,W13
1993,1116,1385,W04,1,W05
1993,1140,1374,X07,1,X10
1993,1143,1261,X06,1,X11
1993,1143,1181,X06,1,X03
1993,1181,1356,X03,1,X14
1993,1199,1191,Y03,1,Y14
1993,1199,1408,Y03,1,Y11
1993,1199,1443,Y03,1,Y07
1993,1228,1253,Z06,1,Z11
1993,1242,1123,X02,1,X15
1993,1242,1140,X02,1,X07
1993,1242,1143,X02,1,X06
1993,1242,1231,X02,1,X01
1993,1314,1187,W01,1,W16
1993,1314,1348,W01,1,W08
1993,1314,1116,W01,1,W04
1993,1314,1153,W01,1,W02
1993,1314,1242,W01,1,X02
1993,1314,1276,W01,1,Z01
1993,1348,1345,W08,1,W09
1993,1365,1112,Z15,1,Z02
1993,1371,1398,Y02,1,Y15
1993,1385,1403,W05,1,W12
1993,1396,1281,Z07,1,Z10
1993,1396,1365,Z07,1,Z15
1993,1396,1435,Z07,1,Z03
1993,1408,1243,Y11,1,Y06
1993,1435,1129,Z03,1,Z14
1993,1435,1228,Z03,1,Z06
1993,1443,1272,Y07,1,Y10
1993,1443,1371,Y07,1,Y02
1993,1153,1164,W02,1,W15
1993,1153,1308,W02,1,W07
1993,1153,1438,W02,1,W06
1993,1203,1307,Z12,1,Z05
1993,1203,1380,Z12,1,Z13
1993,1231,1460,X01,1,X16
1993,1231,1462,X01,1,X09
1993,1231,1257,X01,1,X04
1993,1234,1419,Y04,1,Y13
1993,1246,1351,Y01,1,Y16
1993,1246,1428,Y01,1,Y08
1993,1246,1448,Y01,1,Y05
1993,1246,1199,Y01,1,Y03
1993,1257,1174,X04,1,X13
1993,1257,1329,X04,1,X05
1993,1269,1335,W03,1,W14
1993,1276,1157,Z01,1,Z16
1993,1276,1417,Z01,1,Z09
1993,1276,1203,Z01,1,Z12
1993,1276,1396,Z01,1,Z07
1993,1276,1246,Z01,1,Y01
1993,1308,1304,W07,1,W10
1993,1329,1266,X05,1,X12
1993,1380,1210,Z13,1,Z04
1993,1417,1235,Z09,1,Z08
1993,1428,1338,Y08,1,Y09
1993,1438,1264,W06,1,W11
1993,1438,1269,W06,1,W03
1993,1448,1151,Y05,1,Y12
1993,1448,1234,Y05,1,Y04
1993,1462,1309,X09,1,X08
1994,1104,1344,X09,1,X08
1994,1163,1351,W02,1,W15
1994,1163,1203,W02,1,W10
1994,1196,1241,W03,1,W14
1994,1196,1335,W03,1,W11
1994,1196,1163,W03,1,W02
1994,1196,1130,W03,1,W09
1994,1203,1412,W10,1,W07
1994,1242,1151,X04,1,X13
1994,1242,1448,X04,1,X05
1994,1268,1387,Y10,1,Y07
1994,1268,1269,Y10,1,Y02
1994,1269,1402,Y02,1,Y15
1994,1276,1337,Y03,1,Y14
1994,1276,1400,Y03,1,Y06
1994,1276,1268,Y03,1,Y10
1994,1281,1298,Z01,1,Z16
1994,1281,1458,Z01,1,Z09
1994,1281,1393,Z01,1,Z04
1994,1335,1304,W11,1,W06
1994,1345,1416,X01,1,X16
1994,1345,1104,X01,1,X09
1994,1345,1242,X01,1,X04
1994,1393,1218,Z04,1,Z13
1994,1393,1453,Z04,1,Z12
1994,1400,1443,Y06,1,Y11
1994,1448,1158,X05,1,X12
1994,1453,1143,Z12,1,Z05
1994,1458,1153,Z09,1,Z08
1994,1112,1259,Z02,1,Z15
1994,1112,1438,Z02,1,Z07
1994,1112,1257,Z02,1,Z03
1994,1112,1281,Z02,1,Z01
1994,1116,1299,Y01,1,Y16
1994,1116,1207,Y01,1,Y09
1994,1116,1409,Y01,1,Y12
1994,1116,1276,Y01,1,Y03
1994,1116,1112,Y01,1,Z02
1994,1116,1181,Y01,1,X02
1994,1130,1450,W09,1,W08
1994,1130,1314,W09,1,W01
1994,1130,1231,W09,1,W05
1994,1181,1411,X02,1,X15
1994,1181,1277,X02,1,X07
1994,1181,1266,X02,1,X06
1994,1181,1345,X02,1,X01
1994,1181,1196,X02,1,W03
1994,1207,1228,Y09,1,Y08
1994,1231,1325,W05,1,W12
1994,1231,1396,W05,1,W04
1994,1246,1398,X03,1,X14
1994,1257,1129,Z03,1,Z14
1994,1257,1278,Z03,1,Z06
1994,1266,1418,X06,1,X11
1994,1266,1246,X06,1,X03
1994,1277,1371,X07,1,X10
1994,1278,1356,Z06,1,Z11
1994,1314,1251,W01,1,W16
1994,1329,1308,Y04,1,Y13
1994,1396,1180,W04,1,W13
1994,1409,1417,Y12,1,Y05
1994,1409,1329,Y12,1,Y04
1994,1438,1307,Z07,1,Z10
1995,1104,1335,W05,1,W12
1995,1113,1123,Z05,1,Z12
1995,1113,1264,Z05,1,Z13
1995,1153,1396,X07,1,X10
1995,1163,1151,X02,1,X15
1995,1163,1153,X02,1,X07
1995,1163,1268,X02,1,X03
1995,1242,1159,Y01,1,Y16
1995,1242,1443,Y01,1,Y08
1995,1246,1291,Z01,1,Z16
1995,1246,1408,Z01,1,Z09
1995,1246,1113,Z01,1,Z05
1995,1264,1328,Z13,1,Z04
1995,1268,1211,X03,1,X14
1995,1268,1400,X03,1,X11
1995,1275,1112,Y12,1,Y05
1995,1329,1180,W04,1,W13
1995,1329,1104,W04,1,W05
1995,1329,1448,W04,1,W01
1995,1329,1269,W04,1,W02
1995,1387,1278,W09,1,W08
1995,1400,1332,X11,1,X06
1995,1408,1140,Z09,1,Z08
1995,1438,1311,Y04,1,Y13
1995,1438,1275,Y04,1,Y12
1995,1438,1242,Y04,1,Y01
1995,1443,1276,Y08,1,Y09
1995,1448,1299,W01,1,W16
1995,1448,1387,W01,1,W09
1995,1116,1411,Y02,1,Y15
1995,1116,1393,Y02,1,Y07
1995,1116,1272,Y02,1,Y06
1995,1116,1438,Y02,1,Y04
1995,1116,1314,Y02,1,Z02
1995,1207,1462,Z06,1,Z11
1995,1207,1451,Z06,1,Z14
1995,1235,1196,Z07,1,Z10
1995,1269,1389,W02,1,W15
1995,1269,1390,W02,1,W10
1995,1269,1409,W02,1,W06
1995,1272,1257,Y06,1,Y11
1995,1272,1345,Y06,1,Y03
1995,1280,1365,X05,1,X12
1995,1280,1428,X05,1,X04
1995,1281,1231,X08,1,X09
1995,1314,1293,Z02,1,Z15
1995,1314,1235,Z02,1,Z07
1995,1314,1207,Z02,1,Z06
1995,1314,1246,Z02,1,Z01
1995,1330,1437,W14,1,W03
1995,1345,1453,Y03,1,Y14
1995,1390,1150,W10,1,W07
1995,1393,1356,Y07,1,Y10
1995,1409,1228,W06,1,W11
1995,1409,1330,W06,1,W14
1995,1417,1198,X01,1,X16
1995,1417,1281,X01,1,X08
1995,1417,1280,X01,1,X05
1995,1417,1163,X01,1,X02
1995,1417,1329,X01,1,W04
1995,1417,1116,X01,1,Y02
1995,1428,1253,X04,1,X13
1995,1451,1277,Z14,1,Z03
1996,1116,1336,W12,1,W05
1996,1116,1266,W12,1,W04
1996,1163,1159,Y01,1,Y16
1996,1163,1185,Y01,1,Y09
1996,1180,1272,Z12,1,Z05
1996,1185,1181,Y09,1,Y08
1996,1208,1155,Z08,1,Z09
1996,1208,1345,Z08,1,Z01
1996,1235,1143,X05,1,X12
1996,1246,1363,X01,1,X16
1996,1246,1439,X01,1,X09
1996,1246,1428,X01,1,X04
1996,1246,1448,X01,1,X02
1996,1246,1269,X01,1,W01
1996,1246,1393,X01,1,Z04
1996,1266,1284,W04,1,W13
1996,1269,1416,W01,1,W16
1996,1269,1390,W01,1,W09
1996,1269,1116,W01,1,W12
1996,1269,1207,W01,1,W02
1996,1280,1433,Y05,1,Y12
1996,1280,1343,Y05,1,Y13
1996,1280,1163,Y05,1,Y01
1996,1280,1153,Y05,1,Y02
1996,1343,1417,Y13,1,Y04
1996,1345,1441,Z01,1,Z16
1996,1390,1133,W09,1,W08
1996,1393,1286,Z04,1,Z13
1996,1393,1180,Z04,1,Z12
1996,1393,1208,Z04,1,Z08
1996,1393,1242,Z04,1,Z02
1996,1393,1280,Z04,1,Y05
1996,1428,1145,X04,1,X13
1996,1428,1235,X04,1,X05
1996,1439,1453,X09,1,X08
1996,1112,1434,Z03,1,Z14
1996,1112,1234,Z03,1,Z06
1996,1130,1231,Y11,1,Y06
1996,1153,1422,Y02,1,Y15
1996,1153,1396,Y02,1,Y07
1996,1153,1210,Y02,1,Y03
1996,1207,1290,W02,1,W15
1996,1207,1307,W02,1,W07
1996,1207,1403,W02,1,W03
1996,1210,1122,Y03,1,Y14
1996,1210,1130,Y03,1,Y11
1996,1234,1203,Z06,1,Z11
1996,1242,1354,Z02,1,Z15
1996,1242,1365,Z02,1,Z10
1996,1242,1112,Z02,1,Z03
1996,1257,1409,X06,1,X11
1996,1257,1437,X06,1,X03
1996,1307,1243,W07,1,W10
1996,1314,1309,W06,1,W11
1996,1365,1268,Z10,1,Z07
1996,1396,1328,Y07,1,Y10
1996,1400,1276,X10,1,X07
1996,1403,1296,W03,1,W14
1996,1403,1314,W03,1,W06
1996,1437,1339,X03,1,X14
1996,1448,1419,X02,1,X15
1996,1448,1400,X02,1,X10
1996,1448,1257,X02,1,X06
1997,1112,1375,X04,1,X13
1997,1112,1158,X04,1,X12
1997,1112,1242,X04,1,X01
1997,1112,1344,X04,1,X10
1997,1112,1314,X04,1,W01
1997,1112,1246,X04,1,Z01
1997,1130,1434,Z05,1,Z12
1997,1143,1343,W05,1,W12
1997,1143,1437,W05,1,W04
1997,1153,1139,Y03,1,Y14
1997,1158,1268,X12,1,X05
1997,1160,1231,W09,1,W08
1997,1234,1438,Z08,1,Z09
1997,1235,1229,Y06,1,Y11
1997,1235,1153,Y06,1,Y03
1997,1242,1238,X01,1,X16
1997,1242,1345,X01,1,X08
1997,1246,1285,Z01,1,Z16
